1.32929 	-0.169736 	-0.107245 	0.0189143 	1.8419e-19 	0.00030032 	5.0468e-05 	2.09564e-23 	0.000263432 	4.63651e-23 	0.00028188
1.37677 	-0.169841 	-0.153646 	0.0272168 	-1.42549e-19 	0.00278067 	-0.000128191 	-2.76628e-21 	0.00285563 	-6.40584e-21 	0.00281813
1.42424 	-0.169932 	-0.143142 	0.025604 	-2.51865e-20 	0.00442674 	-0.000759413 	-1.18316e-21 	0.0049048 	4.04197e-21 	0.00466577
1.47172 	-0.170009 	-0.128503 	0.0233883 	-1.52671e-20 	0.00588814 	-0.00141825 	-7.24583e-22 	0.00675149 	5.30606e-22 	0.00631981
1.51919 	-0.170072 	-0.112248 	0.0210144 	3.7436e-20 	0.00729778 	-0.00209992 	2.06917e-21 	0.00852576 	-3.16886e-21 	0.00791178
1.56667 	-0.170123 	-0.0949651 	0.0185941 	-2.353e-20 	0.00868837 	-0.00280264 	-1.79091e-21 	0.0102587 	3.00192e-21 	0.00947357
1.61414 	-0.170162 	-0.0770429 	0.0161771 	2.67441e-20 	0.0100712 	-0.00352042 	1.37536e-21 	0.0119644 	-4.91852e-23 	0.0110178
1.66162 	-0.170191 	-0.0584794 	0.013781 	-2.21034e-20 	0.0114539 	-0.00425382 	-2.082e-22 	0.0136503 	2.30892e-21 	0.0125521
1.70909 	-0.170213 	-0.0394547 	0.011414 	9.27723e-21 	0.0128358 	-0.00499835 	1.08311e-21 	0.0153204 	-5.94987e-21 	0.0140781
1.75657 	-0.170228 	-0.0200252 	0.00907975 	2.34391e-20 	0.0142156 	-0.00575224 	2.42688e-21 	0.0169752 	1.12844e-21 	0.0155953
1.80404 	-0.170238 	-0.000242798 	0.00677871 	-1.3637e-21 	0.0155918 	-0.00651348 	1.2683e-21 	0.0186137 	5.54252e-21 	0.0171026
1.85152 	-0.170243 	0.0199685 	0.00450155 	-1.49605e-20 	0.0169693 	-0.00728379 	-1.24231e-21 	0.0202409 	-1.85226e-21 	0.018605
1.89899 	-0.170236 	0.0404091 	0.00228174 	6.84761e-21 	0.0183316 	-0.00805272 	-2.43419e-21 	0.0218309 	-2.25205e-21 	0.0200812
1.94646 	-0.170223 	0.0612169 	8.84649e-05 	8.72479e-21 	0.0196938 	-0.00882439 	8.34855e-23 	0.0234022 	3.09545e-23 	0.021548
1.99394 	-0.170203 	0.0822771 	-0.00208001 	6.27277e-22 	0.0210541 	-0.00959599 	1.1306e-22 	0.0249554 	3.84721e-21 	0.0230049
2.04141 	-0.170167 	0.103863 	-0.00419482 	-8.73724e-21 	0.0224111 	-0.0103653 	1.51562e-22 	0.026469 	1.33949e-21 	0.0244404
2.08889 	-0.170124 	0.125674 	-0.00627477 	-1.02448e-20 	0.023763 	-0.0111296 	8.45239e-22 	0.0279574 	1.24259e-21 	0.0258605
2.13636 	-0.170068 	0.147929 	-0.00831361 	-1.92607e-21 	0.0251144 	-0.011889 	8.44529e-22 	0.0294166 	8.42411e-22 	0.027265
